unicode,Cust_IMID,cust_id
30058355,12749,6887
30058367,28061,21578
30058379,28061,21578
30058381,28061,21578
30058382,28061,21578
30058393,17660,9549
30058405,12040,6291
30058406,35796,31215
30058431,24664,17730
30058449,25774,18563
30058459,24664,17730
30058464,11946,6221
30058468,18971,13284
30058473,19672,15656
30058479,19015,10824
30058490,26298,19193
30058496,17853,9823
30058499,11946,6221
30058505,23939,16363
30058506,26180,19115
30058513,17853,9823
30058517,17853,9823
30058518,25567,18363
30058537,17853,9823
30058547,26180,19115
30058555,28061,21578
30058556,32425,26692
30058557,32425,26692
30058558,32425,26692
30058559,17853,9823
30058563,28061,21578
30058569,28061,21578
30058570,28061,21578
30058571,20009,16518
30058576,32425,26692
30058577,28061,21578
30058580,32425,26692
30058582,28061,21578
30058583,25513,18301
30058586,28061,21578
30058589,28061,21578
30058591,28061,21578
30058592,28061,21578
30058598,28061,21578
30058602,17853,9823
30058603,28061,21578
30058621,28061,21578
30058627,17853,9823
30058633,11335,9136
30058634,17765,9689
30058635,17765,9689
30058637,11335,9136
30058638,17765,9689
30058642,20301,12187
30058644,12445,6994
30058648,21016,13131
30058649,28061,21578
30058654,20444,12627
30058668,31765,25629
30058683,11483,6371
30058728,4964,3339
30058766,24510,17690
30058767,32219,26375
30058793,18423,10357
30058807,20698,12678
30058814,4964,3339
30058815,4964,3339
30058820,17765,9689
30058822,18423,10357
30058823,4964,3339
30058824,11335,9136
30058826,17765,9689
30058835,31119,25000
30058848,17853,9823
30058854,15793,8304
30058859,17853,9823
30058861,17853,9823
30058871,11429,6495
30058872,17853,9823
30058879,18591,10359
30058895,15815,10819
30058911,5316,3475
30058920,23877,16236
30058929,12711,6716
30058942,15898,11007
30058943,12333,6675
30058945,17853,9823
30058946,17853,9823
30058952,27954,22952
30058953,24975,17774
30058954,20444,12627
30058955,17853,9823
30058959,23691,16006
30058962,36698,33896
30058963,23691,16006
30058964,438,1458
30058967,17853,9823
30058968,17853,9823
30058970,17853,9823
30058972,17853,9823
30058979,23691,16006
30058981,23691,16006
30058983,23691,16006
30058987,13900,8046
30058989,13900,8046
30059009,26180,19115
30059024,24210,17789
30059026,11946,6221
30059027,11946,6221
30059038,11946,6221
30059041,11946,6221
30059042,23500,15611
30059046,11946,6221
30059056,18551,10326
30059074,23691,16006
30059075,17853,9823
30059079,24975,17774
30059080,20444,12627
30059094,17853,9823
30059097,17853,9823
30059098,17853,9823
30059099,23691,16006
30059100,20444,12627
30059105,20444,12627
30059107,17853,9823
30059109,17853,9823
30059122,24850,17651
30059132,30042,34141
30059143,30042,34141
30059146,30042,34141
30059161,11946,6221
30059162,35393,30605
30059169,17806,10810
30059172,23691,16006
30059174,24067,16663
30059198,26180,19115
30059212,21185,14382
30059217,11946,6221
30059253,17853,9823
30059257,17853,9823
30059261,20444,12627
30059267,17853,9823
30059270,23691,16006
30059271,24850,17651
30059272,17853,9823
30059274,17853,9823
30059277,23691,16006
30059278,23691,16006
30059279,18973,10812
30059281,5588,4004
30059283,17853,9823
30059287,24975,17774
30059288,23691,16006
30059291,24850,17651
30059293,36698,33896
30059296,23691,16006
30059298,24975,17774
30059301,23691,16006
30059302,23691,16006
30059307,24975,17774
30059312,23691,16006
30059313,24850,17651
30059319,11946,6221
30059322,17853,9823
30059324,22836,15750
30059345,24126,16864
30059347,14004,7162
30059347,14004,7162
30059352,24126,16864
30059359,13412,7064
30059366,25086,17860
30059373,17853,9823
30059380,18423,10357
30059410,20239,12442
30059444,17509,9383
30059450,15898,11007
30059477,25884,18786
30059477,25884,18786
30059484,14848,19260
30059490,26144,18964
30059492,19322,18826
30059494,10396,5867
30059498,23324,15546
30059514,26226,19361
30059518,10396,5867
30059521,19322,18826
30059559,23496,19792
30059568,12333,6675
30059583,11077,5878
30059593,16222,8481
30059647,20239,12442
30059651,10699,5678
30059683,12333,6675
30059699,26087,18975
30059705,10699,5678
30059715,24064,16654
30059730,15898,11007
30059733,10699,5678
30059735,25896,18690
30059743,10699,5678
30059761,12333,6675
30059770,17288,9316
30059792,15898,11007
30059801,5588,4004
30059817,26180,19115
30059819,19085,15562
30059826,12333,6675
30059836,24430,17327
30059846,21525,14099
30059850,36659,34212
30059887,20406,12905
30059892,20406,12905
30059896,25560,18341
30059898,18375,10208
30059902,20406,12905
30059904,34635,29782
30059904,34635,29782
30059905,22523,16693
30059905,22523,16693
30059909,18462,10415
30059912,31119,25000
30059918,10699,5678
30059923,33614,28314
30059925,18239,10119
30059940,18462,10415
30059949,21086,13186
30059962,25561,18350
30060000,21086,13186
30060002,26180,19115
30060007,19549,11640
30060046,26180,19115
30060049,18227,10192
30060086,26413,19413
30060093,23357,15465
30060095,22103,14404
30060110,17704,9988
30060125,17853,9823
30060136,18278,10281
30060144,17779,9734
30060154,20009,16518
30060175,17853,9823
30060176,26706,19816
30060176,26706,19816
30060184,17779,9734
30060187,17779,9734
30060266,17853,9823
30060267,17853,9823
30060268,17853,9823
30060269,17853,9823
30060270,26180,19115
30060271,17853,9823
30060272,17853,9823
30060274,17853,9823
30060276,17853,9823
30060278,17853,9823
30060279,17853,9823
30060285,13638,7992
30060287,20998,13647
30060311,26818,20022
30060327,19672,15656
30060380,19357,11284
30060388,19706,13887
30060417,14986,7854
30060417,14986,7854
30060525,30904,24648
30060569,11205,5912
30060644,26889,23244
30060679,35796,31215
30060689,13687,7845
30060695,26566,19631
30060697,24314,17098
30060700,24314,17098
30060702,20444,12627
30060715,20444,12627
30060733,20444,12627
30060744,20444,12627
30060787,12111,6601
30060788,12111,6601
30060795,36698,33896
30060812,12749,6887
30060838,20444,12627
30060886,26566,19631
30060893,26373,19621
30060929,26436,19766
30060944,11335,9136
30060948,17219,9183
30060949,11335,9136
30060950,11335,9136
30060955,11335,9136
30060957,24975,17774
30060978,23967,18328
30060979,23911,16293
30061000,26566,19631
30061001,21285,13451
30061004,36752,34200
30061008,23967,18328
30061009,23967,18328
30061010,17219,9183
30061012,36752,34200
30061014,36752,34200
30061020,36752,34200
30061035,36752,34200
30061038,13320,6880
30061057,36746,34149
30061063,25043,25372
30061085,16550,8867
30061091,20473,12935
30061107,15046,24695
30061108,23231,15342
30061113,17694,9732
30061117,11543,6030
30061123,20976,13948
30061127,16311,9286
30061140,32807,27088
30061141,16711,9058
30061148,21012,14508
30061151,13421,6916
30061155,33196,27550
30061162,16222,8481
30061174,21374,13597
30061214,19706,13887
30061221,19706,13887
30061222,26436,19766
30061223,11335,9136
30061229,36752,34200
30061230,26566,19631
30061247,36778,34231
30061344,12749,6887
30061356,20444,12627
30061370,20444,12627
30061381,28180,21499
30061387,36598,34010
30061404,21716,18927
30061412,20444,12627
30061413,23496,19792
30061426,10699,5678
30061431,25513,18301
30061434,25823,18607
30061444,14984,8189
30061449,10908,5993
30061459,25577,18664
30061480,14984,8189
30061501,25672,18647
30061533,26144,18964
30061536,36256,32222
30061577,12991,18343
30061609,15815,10819
30061648,7200,4036
30061651,15815,10819
30061660,25575,18377
30061682,24345,18963
30061723,12333,6675
30061737,26436,19766
30061739,10699,5678
30061742,25672,18647
30061773,17635,10540
30061773,17635,10540
30061777,20239,12442
30061798,11210,13071
30061806,33128,30897
30061817,25704,18508
30061828,33128,30897
30061860,20239,12442
30061873,20239,12442
30061888,27056,20864
30061891,27056,20864
30061897,19230,11136
30061897,19230,11136
30061911,27056,20864
30061916,19472,14180
30061936,18304,10259
30061943,14984,8189
30061946,14984,8189
30061955,16222,8481
30061980,13496,13649
30061990,36752,34200
30061994,36752,34200
30062000,15864,13579
30062004,15864,13579
30062006,11607,7500
30062009,36752,34200
30062016,10396,5867
30062025,17853,9823
30062075,26180,19115
30062079,25821,18863
30062104,15898,11007
30062116,26180,19115
30062124,21983,14287
30062132,26180,19115
30062155,26138,18953
30062156,17309,9274
30062156,17309,9274
30062175,12356,18325
30062216,16222,8481
30062222,25844,18711
30062238,20444,12627
30062243,21160,13397
30062246,16222,8481
30062261,31880,25864
30062282,26144,18964
30062302,24980,18651
30062306,25716,18629
30062339,25823,18607
30062348,25844,18711
30062361,14126,15107
30062380,14984,8189
30062392,14984,8189
30062434,25713,18795
30062434,25713,18795
30062441,17853,9823
30062463,23861,17173
30062478,26180,19115
30062490,25959,18767
30062491,17853,9823
30062494,26180,19115
30062505,17853,9823
30062508,13900,8046
30062517,17853,9823
30062521,12749,6887
30062525,17901,9868
30062537,12749,6887
30062541,12749,6887
30062543,13900,8046
30062551,25823,18607
30062565,25823,18607
30062566,25823,18607
30062575,20444,12627
30062587,25823,18607
30062594,26144,18964
30062610,12333,6675
30062611,24805,17672
30062623,8826,5114
30062630,11212,5952
30062645,26144,18964
30062650,26180,19115
30062655,17853,9823
30062663,25078,17844
30062687,26180,19115
30062696,26180,19115
30062712,17853,9823
30062720,13496,13649
30062721,10396,5867
30062725,25556,18342
30062727,36752,34200
30062731,36822,34300
30062750,25823,18607
30062753,12333,6675
30062755,8826,5114
30062758,25823,18607
30062762,17532,10266
30062767,17309,9274
30062778,12333,6675
30062783,25823,18607
30062787,35796,31215
30062792,23496,19792
30062809,36879,34542
30062826,12841,6684
30062828,26144,18964
30062828,26144,18964
30062837,25823,18607
30062876,26180,19115
30062879,26180,19115
30062893,26180,19115
30062904,36698,33896
30062906,25713,18795
30062906,25713,18795
30062908,25713,18795
30062908,25713,18795
30062911,25821,18863
30062912,26180,19115
30062920,15864,13579
30062928,17853,9823
30062929,26180,19115
30062942,26180,19115
30062946,17853,9823
30062949,21113,13233
30062951,17853,9823
30062963,26180,19115
30062965,17853,9823
30062968,26180,19115
30062974,26180,19115
30062975,26180,19115
30062981,17853,9823
30062982,26180,19115
30062986,25556,18342
30063000,11543,6030
30063018,20144,13207
30063033,17853,9823
30063051,18133,10018
30063062,12749,6887
30063063,26180,19115
30063067,12749,6887
30063075,17853,9823
30063097,24975,17774
30063110,26180,19115
30063118,12886,6659
30063134,26180,19115
30063136,12749,6887
30063142,25556,18342
30063157,17853,9823
30063200,33128,30897
30063219,12333,6675
30063223,8628,4929
30063227,12333,6675
30063235,17532,10266
30063237,36746,34149
30063250,33128,30897
30063271,4678,6537
30063287,34148,28973
30063302,15656,8219
30063314,12749,6887
30063323,36598,34010
30063325,36746,34149
30063328,24064,16654
30063350,25884,18786
30063350,25884,18786
30063363,12111,6601
30063380,16075,8424
30063383,25884,18786
30063383,25884,18786
30063409,8826,5114
30063412,27749,21082
30063416,12111,6601
30063417,12111,6601
30063423,13320,6880
30063424,14986,7854
30063424,14986,7854
30063425,14986,7854
30063425,14986,7854
30063433,14986,7854
30063433,14986,7854
30063440,14986,7854
30063440,14986,7854
30063443,23877,16236
30063444,36746,34149
30063453,18375,10208
30063458,18375,10208
30063461,18375,10208
30063464,21457,13731
30063473,8826,5114
30063474,18375,10208
30063484,26540,19589
30063487,20288,12151
30063492,12333,6675
30063502,20288,12151
30063508,25844,18711
30063514,8826,5114
30063522,26415,19449
30063524,12416,6592
30063528,25844,18711
30063530,19322,18826
30063536,15898,11007
30063541,26390,19364
30063548,20239,12442
30063549,19502,11930
30063551,4678,6537
30063557,26415,19449
30063560,4678,6537
30063564,21716,18927
30063566,25976,18915
30063573,13333,6912
30063585,8826,5114
30063586,34564,29409
30063621,6350,3964
30063624,20239,12442
30063634,25909,18914
30063639,20239,12442
30063641,26138,18953
30063646,8826,5114
30063651,21457,13731
30063670,20239,12442
30063675,20239,12442
30063676,14772,12014
30063682,8826,5114
30063691,21457,13731
30063696,23768,16008
30063700,21457,13731
30063706,12333,6675
30063715,24345,18963
30063719,20239,12442
30063725,15898,11007
30063725,15898,11007
30063726,6350,3964
30063730,20239,12442
30063732,12333,6675
30063736,24345,18963
30063768,17532,10266
30063769,20239,12442
30063779,20239,12442
30063790,21457,13731
30063798,15898,11007
30063804,24345,18963
30063808,19322,18826
30063814,24585,19196
30063816,26144,18964
30063817,25844,18711
30063824,19322,18826
30063847,21457,13731
30063853,8826,5114
30063855,8826,5114
30063871,20239,12442
30063874,20239,12442
30063877,20444,12627
30063883,21457,13731
30063890,26390,19364
30063892,21113,13233
30063893,19322,18826
30063907,19322,18826
30063912,8826,5114
30063919,12749,6887
30063923,26180,19115
30063928,12749,6887
30063941,26180,19115
30063948,24064,16654
30063972,23768,16008
30063974,12932,17829
30063978,17853,9823
30063985,3774,5675
30063987,18814,10798
30063993,17853,9823
30063995,17853,9823
30063996,17853,9823
30064000,17853,9823
30064006,17853,9823
30064012,17853,9823
30064013,17853,9823
30064019,17853,9823
30064021,17853,9823
30064025,26180,19115
30064033,21113,13233
30064043,25936,19010
30064044,26180,19115
30064047,34552,31697
30064049,26180,19115
30064050,26180,19115
30064054,36232,32328
30064055,17853,9823
30064065,17853,9823
30064066,17853,9823
30064073,34552,31697
30064077,26180,19115
30064082,26180,19115
30064087,17853,9823
30064097,26180,19115
30064100,31002,24771
30064104,26144,18964
30064110,19369,12999
30064112,20144,13207
30064126,24796,17601
30064129,18375,10208
30064130,26144,18964
30064175,36302,32215
30064187,13681,10440
30064197,13681,10440
30064209,13681,10440
30064211,13681,10440
30064216,13681,10440
30064217,13681,10440
30064221,13681,10440
30064224,13681,10440
30064226,13681,10440
30064228,13681,10440
30064229,13681,10440
30064230,13681,10440
30064231,13681,10440
30064232,13681,10440
30064237,23424,15751
30064263,6350,3964
30064266,14848,19260
30064270,15815,10819
30064284,26226,19361
30064285,27749,21082
30064289,8826,5114
30064294,25672,18647
30064296,26180,19115
30064298,17853,9823
30064303,26180,19115
30064310,17853,9823
30064312,17853,9823
30064324,17853,9823
30064327,17853,9823
30064329,26180,19115
30064333,26180,19115
30064334,17853,9823
30064335,17853,9823
30064336,26180,19115
30064340,17853,9823
30064342,17853,9823
30064347,17853,9823
30064348,17853,9823
30064350,17853,9823
30064352,26180,19115
30064354,17853,9823
30064371,26180,19115
30064374,26180,19115
30064376,17853,9823
30064379,17853,9823
30064385,26180,19115
30064392,17853,9823
30064394,26180,19115
30064398,26180,19115
30064410,26180,19115
30064429,26180,19115
30064431,26180,19115
30064433,12749,6887
30064437,17853,9823
30064472,13681,10440
30064475,14986,7854
30064479,14986,7854
30064479,14986,7854
30064480,24314,17098
30064481,14986,7854
30064482,14986,7854
30064482,14986,7854
30064513,33280,27801
30064513,33280,27801
30064520,26135,18989
30064522,18965,10788
30064523,14986,7854
30064523,14986,7854
30064525,12111,6601
30064526,14986,7854
30064526,14986,7854
30064527,12111,6601
30064529,13333,6912
30064539,24314,17098
30064541,12111,6601
30064553,24314,17098
30064564,17853,9823
30064574,26180,19115
30064581,11946,6221
30064584,12477,6538
30064586,13459,9741
30064589,17853,9823
30064593,17853,9823
30064598,26180,19115
30064601,17853,9823
30064603,17853,9823
30064607,17853,9823
30064608,17853,9823
30064610,17853,9823
30064612,17853,9823
30064614,17853,9823
30064617,17853,9823
30064621,17853,9823
30064622,12477,6538
30064626,12477,6538
30064633,26540,19589
30064641,26540,19589
30064642,26540,19589
30064651,26540,19589
30064657,26436,19766
30064672,20444,12627
30064679,24659,17488
30064709,4964,3339
30064721,35726,31038
30064727,26436,19766
30064728,12592,7233
30064732,26540,19589
30064737,26540,19589
30064756,676,469
30064763,676,469
30064778,24975,17774
30064784,676,469
30064785,676,469
30064801,26180,19115
30064802,17853,9823
30064803,17853,9823
30064807,17853,9823
30064808,26180,19115
30064811,26180,19115
30064812,17853,9823
30064813,26180,19115
30064814,26180,19115
30064819,17853,9823
30064820,17853,9823
30064821,26180,19115
30064822,26180,19115
30064824,26180,19115
30064825,17853,9823
30064826,26180,19115
30064829,17853,9823
30064831,26180,19115
30064835,26180,19115
30064838,26180,19115
30064843,26180,19115
30064844,26180,19115
30064846,26180,19115
30064849,26180,19115
30064851,26180,19115
30064852,26180,19115
30064857,26180,19115
30064858,17853,9823
30064859,17853,9823
30064860,26180,19115
30064868,17853,9823
30064871,26180,19115
30064872,26180,19115
30064873,26180,19115
30064874,17853,9823
30064875,17853,9823
30064877,17853,9823
30064879,26180,19115
30064882,26180,19115
30064883,17853,9823
30064886,26180,19115
30064889,17853,9823
30064890,17853,9823
30064891,26180,19115
30064895,17853,9823
30064897,17853,9823
30064900,17853,9823
30064904,17853,9823
30064906,25821,18863
30064946,24173,16832
30064956,26180,19115
30064957,17853,9823
30064960,14131,7220
30064963,26180,19115
30064967,17853,9823
30064969,17853,9823
30064977,17853,9823
30064978,17853,9823
30064979,17853,9823
30064980,17853,9823
30064984,26180,19115
30064987,20181,34546
30064989,26180,19115
30064990,26180,19115
30064992,26180,19115
30064994,18190,10283
30064995,17853,9823
30064996,17853,9823
30064997,26180,19115
30064998,26180,19115
30065000,17853,9823
30065001,17853,9823
30065004,17853,9823
30065006,17853,9823
30065007,26180,19115
30065009,17853,9823
30065013,17853,9823
30065018,26180,19115
30065020,17853,9823
30065023,26180,19115
30065028,26180,19115
30065031,17853,9823
30065032,26180,19115
30065035,17853,9823
30065036,17853,9823
30065040,17853,9823
30065044,26180,19115
30065045,26180,19115
30065046,24029,29384
30065047,26180,19115
30065048,26180,19115
30065049,17853,9823
30065056,26180,19115
30065061,26180,19115
30065064,26180,19115
30065065,26180,19115
30065066,13384,6900
30065068,17853,9823
30065069,26180,19115
30065075,12794,24728
30065080,17853,9823
30065081,17853,9823
30065083,11607,7500
30065085,17853,9823
30065089,26180,19115
30065090,17853,9823
30065092,18035,9949
30065093,26180,19115
30065097,17853,9823
30065099,17853,9823
30065101,17853,9823
30065102,17853,9823
30065103,26180,19115
30065104,17853,9823
30065105,17853,9823
30065106,17853,9823
30065108,10396,5867
30065109,26180,19115
30065110,10396,5867
30065111,26180,19115
30065115,26180,19115
30065116,26180,19115
30065126,26180,19115
30065127,26180,19115
30065128,26180,19115
30065144,26180,19115
30065149,26180,19115
30065150,26180,19115
30065153,26180,19115
30065155,26180,19115
30065159,26180,19115
30065167,26180,19115
30065168,26180,19115
30065171,26180,19115
30065176,26180,19115
30065178,26180,19115
30065181,26180,19115
30065183,26180,19115
30065186,26180,19115
30065192,17853,9823
30065193,26180,19115
30065194,26180,19115
30065196,26180,19115
30065197,24029,29384
30065200,26180,19115
30065202,26180,19115
30065203,26180,19115
30065205,26180,19115
30065211,26180,19115
30065212,26180,19115
30065214,26180,19115
30065216,26180,19115
30065220,26180,19115
30065224,17853,9823
30065225,26180,19115
30065226,26180,19115
30065229,26180,19115
30065232,17853,9823
30065234,26180,19115
30065235,26180,19115
30065243,12592,7233
30065252,11946,6221
30065258,26180,19115
30065263,11946,6221
30065265,26261,19346
30065267,18227,10192
30065270,26261,19346
30065276,18227,10192
30065276,18227,10192
30065292,26261,19346
30065296,17853,9823
30065313,26540,19589
30065336,23496,19792
30065340,15815,10819
30065341,23496,19792
30065342,23496,19792
30065356,21411,13784
30065363,20444,12627
30065364,15815,10819
30065374,24384,17185
30065395,21411,13784
30065399,26180,19115
30065402,26180,19115
30065403,26180,19115
30065404,17853,9823
30065406,17853,9823
30065414,17853,9823
30065415,17853,9823
30065423,17853,9823
30065429,17853,9823
30065431,26180,19115
30065432,17853,9823
30065433,17853,9823
30065434,17853,9823
30065436,17853,9823
30065444,17853,9823
30065445,26180,19115
30065447,26180,19115
30065448,17853,9823
30065449,17853,9823
30065453,26180,19115
30065454,17853,9823
30065458,17853,9823
30065461,17853,9823
30065462,26180,19115
30065466,22103,14404
30065466,22103,14404
30065491,11880,6189
30065503,15937,13565
30065519,20009,16518
30065530,16075,8424
30065539,12592,7233
30065540,16075,8424
30065542,20009,16518
30065552,22103,14404
30065554,16075,8424
30065559,26352,19259
30065560,16075,8424
30065565,16075,8424
30065566,11328,7231
30065573,11328,7231
30065574,25959,18767
30065582,11946,6221
30065583,23939,16363
30065589,25959,18767
30065591,25173,17947
30065594,11946,6221
30065595,11946,6221
30065596,13609,20357
30065616,15696,8464
30065627,24029,29384
30065630,20890,20681
30065638,20890,20681
30065645,20890,20681
30065648,20890,20681
30065653,20890,20681
30065663,17916,10615
30065674,21983,14287
30065681,36598,34010
30065691,18073,13181
30065699,16734,27861
30065721,21411,13784
30065743,24029,29384
30065748,24029,29384
30065766,21983,14287
30065779,20998,13647
30065782,20890,20681
30065795,17758,9624
30065796,17758,9624
30065885,16128,20318
30065900,24659,17488
30065905,20444,12627
30065908,24659,17488
30065949,28318,28952
30065969,6806,4072
30065970,28318,28952
30065977,4964,3339
30065981,18965,10788
30065987,14986,7854
30065987,14986,7854
30065989,18965,10788
30065993,18965,10788
30065993,18965,10788
30065994,18965,10788
30066002,23911,16293
30066041,14986,7854
30066041,14986,7854
30066047,18965,10788
30066047,18965,10788
30066049,18965,10788
30066049,18965,10788
30066050,14986,7854
30066050,14986,7854
30066051,18965,10788
30066051,18965,10788
30066065,21457,13731
30066068,21457,13731
30066070,21457,13731
30066071,26235,19265
30066073,21457,13731
30066079,8826,5114
30066082,21457,13731
30066089,21457,13731
30066091,26390,19364
30066094,26235,19265
30066096,26235,19265
30066097,4678,6537
30066106,16729,9021
30066108,8826,5114
30066112,25976,18915
30066116,25909,18914
30066117,21457,13731
30066123,26261,19346
30066125,25976,18915
30066146,21457,13731
30066149,23496,19792
30066155,14848,19260
30066172,21457,13731
30066184,21457,13731
30066196,21457,13731
30066197,21457,13731
30066209,25909,18914
30066211,17853,9823
30066212,26180,19115
30066215,26180,19115
30066220,17853,9823
30066221,26180,19115
30066224,17853,9823
30066229,17853,9823
30066230,17853,9823
30066234,17853,9823
30066235,26180,19115
30066237,17853,9823
30066240,17853,9823
30066242,26180,19115
30066243,26180,19115
30066245,17853,9823
30066246,17853,9823
30066247,17853,9823
30066248,26180,19115
30066251,17853,9823
30066255,17853,9823
30066258,17853,9823
30066260,17853,9823
30066261,17853,9823
30066263,17853,9823
30066266,17853,9823
30066269,17853,9823
30066270,26180,19115
30066272,26180,19115
30066274,17853,9823
30066275,17853,9823
30066277,26180,19115
30066278,17853,9823
30066283,26180,19115
30066286,26180,19115
30066288,13844,7142
30066294,17853,9823
30066296,26180,19115
30066297,17853,9823
30066298,17853,9823
30066301,26180,19115
30066302,26180,19115
30066303,17853,9823
30066304,26180,19115
30066306,26180,19115
30066309,17853,9823
30066311,17853,9823
30066312,26180,19115
30066313,17853,9823
30066314,17853,9823
30066315,17853,9823
30066316,17853,9823
30066317,26180,19115
30066318,26180,19115
30066320,17853,9823
30066321,26180,19115
30066324,26180,19115
30066329,17853,9823
30066330,17853,9823
30066334,26180,19115
30066335,24504,17290
30066339,26180,19115
30066340,26180,19115
30066341,26180,19115
30066342,17853,9823
30066344,26180,19115
30066347,26180,19115
30066350,26180,19115
30066351,26180,19115
30066352,17853,9823
30066353,17853,9823
30066356,17853,9823
30066369,17853,9823
30066375,26180,19115
30066386,26180,19115
30066391,17853,9823
30066393,17853,9823
30066394,26180,19115
30066398,26180,19115
30066399,26180,19115
30066401,17853,9823
30066408,17853,9823
30066409,26180,19115
30066410,17853,9823
30066411,26180,19115
30066421,18227,10192
30066422,17853,9823
30066423,17853,9823
30066426,12430,6639
30066427,17853,9823
30066428,26180,19115
30066434,26261,19346
30066440,26180,19115
30066442,26180,19115
30066443,17853,9823
30066446,26180,19115
30066450,26180,19115
30066452,26180,19115
30066453,17853,9823
30066455,17853,9823
30066456,17853,9823
30066460,17853,9823
30066462,17853,9823
30066463,17853,9823
30066465,17853,9823
30066466,17853,9823
30066467,17853,9823
30066468,26180,19115
30066474,17853,9823
30066475,17853,9823
30066478,17853,9823
30066479,17853,9823
30066480,17853,9823
30066481,26180,19115
30066485,17853,9823
30066486,17853,9823
30066493,27097,20263
30066503,21411,13784
30066507,26540,19589
30066519,20444,12627
30066525,27097,20263
30066535,26144,18964
30066544,23496,19792
30066545,25672,18647
30066546,23496,19792
30066547,16222,8481
30066553,26390,19364
30066558,11946,6221
30066565,27622,20976
30066571,17853,9823
30066585,17853,9823
30066590,17853,9823
30066593,20582,18638
30066595,12477,6538
30066624,6468,3709
30066624,6468,3709
30066625,6468,3709
30066625,6468,3709
30066635,26261,19346
30066641,23877,16236
30066655,26540,19589
30066656,7208,4083
30066657,20444,12627
30066663,25976,18915
30066664,23877,16236
30066670,12841,6684
30066683,26390,19364
30066694,26390,19364
30066696,19230,11136
30066696,19230,11136
30066697,26390,19364
30066698,26390,19364
30066704,12477,6538
30066705,12477,6538
30066707,26390,19364
30066709,26390,19364
30066712,17853,9823
30066713,17853,9823
30066715,17853,9823
30066716,18001,9877
30066718,17853,9823
30066719,26261,19346
30066723,17853,9823
30066729,17853,9823
30066731,17853,9823
30066734,26261,19346
30066739,17853,9823
30066741,17853,9823
30066742,17853,9823
30066756,26261,19346
30066757,26261,19346
30066762,26261,19346
30066764,26261,19346
30066768,26457,19898
30066772,26180,19115
30066780,17853,9823
30066781,17853,9823
30066787,17853,9823
30066789,17853,9823
30066791,17853,9823
30066793,17853,9823
30066794,17853,9823
30066800,17853,9823
30066802,17853,9823
30066807,23496,19792
30066808,23496,19792
30066811,23496,19792
30066812,23496,19792
30066817,25844,18711
30066827,23496,19792
30066857,26436,19766
30066895,15864,13579
30066896,17853,9823
30066899,26457,19898
30066901,17853,9823
30066908,17853,9823
30066909,17853,9823
30066912,17853,9823
30066913,17853,9823
30066914,26180,19115
30066919,26180,19115
30066926,26457,19898
30066927,26180,19115
30066929,26261,19346
30066946,17853,9823
30066959,26261,19346
30066971,26706,19816
30066972,19203,11041
30066975,21374,13597
30066982,26818,20022
30066987,22194,14501
30066997,21411,13784
30066998,22194,14501
30067005,22194,14501
30067006,20890,20681
30067017,26985,20135
30067031,26908,20032
30067032,26818,20022
30067040,22194,14501
30067041,26818,20022
30067059,26985,20135
30067062,16128,20318
30067063,15793,8304
30067064,20890,20681
30067065,26818,20022
30067069,22194,14501
30067071,15944,8463
30067071,15944,8463
30067074,18227,10192
30067078,26985,20135
30067103,17303,9263
30067113,18227,10192
30067113,18227,10192
30067125,14470,15593
30067165,19237,12808
30067172,26706,19816
30067181,11946,6221
30067183,25959,18767
30067187,26706,19816
30067188,14470,15593
30067191,25959,18767
30067195,17883,9781
30067205,14470,15593
30067212,11429,6495
30067216,13421,6916
30067218,13421,6916
30067219,23424,15751
30067302,22194,14501
30067314,11946,6221
30067321,11946,6221
30067323,11946,6221
30067327,11946,6221
30067336,11429,6495
30067337,17759,9667
30067341,26757,19876
30067351,20917,13024
30067351,20917,13024
30067363,11946,6221
30067368,17759,9667
30067377,26663,19748
30067404,26663,19748
30067425,17304,12480
30067425,17304,12480
30067430,17141,9148
30067439,23357,15465
30067470,11946,6221
30067480,11946,6221
30067485,11946,6221
30067488,11946,6221
30067489,6468,3709
30067489,6468,3709
30067498,11946,6221
30067499,6468,3709
30067499,6468,3709
30067547,12430,6639
30067560,16516,8964
30067561,25728,18526
30067568,24659,17488
30067578,21113,13233
30067589,26540,19589
30067593,26453,19662
30067598,26453,19662
30067604,26453,19662
30067607,26453,19662
30067614,21113,13233
30067625,26540,19589
30067631,11322,5980
30067643,12592,7233
30067652,26453,19662
30067655,26540,19589
30067658,26453,19662
30067674,26540,19589
30067683,26540,19589
30067685,26540,19589
30067704,26390,19364
30067716,26558,19642
30067727,12477,6538
30067728,17853,9823
30067730,11946,6221
30067734,17853,9823
30067746,26453,19662
30067747,12477,6538
30067749,12477,6538
30067759,12477,6538
30067764,26261,19346
30067772,6468,3709
30067772,6468,3709
30067775,6468,3709
30067775,6468,3709
30067776,6468,3709
30067776,6468,3709
30067779,6468,3709
30067779,6468,3709
30067785,6468,3709
30067785,6468,3709
30067786,26457,19898
30067801,676,469
30067802,29008,22577
30067803,26457,19898
30067805,26457,19898
30067810,26261,19346
30067816,6468,3709
30067816,6468,3709
30067819,11946,6221
30067831,12477,6538
30067834,24210,17789
30067834,24210,17789
30067836,17347,9264
30067841,11946,6221
30067843,26518,19623
30067850,11946,6221
30067856,11946,6221
30067858,18227,10192
